realvd,sortby,direct,day,time,speed,accu,jam_percent,congest
VQKWL00,8.0,4,2,19,37.3495372821,9.1653748875,0.9756,0.3329
VQKWL00,8.0,4,2,20,41.742350175,6.6604999975,0.2439,0.0873
VQKWL00,8.0,4,2,21,42.2758696,6.3436249275,0.1463,0.0
VQKWL00,8.0,4,2,22,43.518982675,5.95599998,0.1463,0.0
VQKWL00,8.0,4,2,23,47.893903175,3.8185,0.0,0.0
VQKWL00,8.0,4,3,0,49.204970025,2.3077500075,0.0,0.0
VQKWL00,8.0,4,3,1,50.8587997,1.3947499975,0.0,0.0
VQKWL00,8.0,4,3,2,54.0661251282,0.94410256359,0.0,0.0
VQKWL00,8.0,4,3,3,54.769723,0.693589744615,0.0,0.0
VQKWL00,8.0,4,3,4,55.1184388649,0.598552632895,0.0,0.0
VQKWL00,8.0,4,3,5,54.8824040263,0.669605261579,0.0,0.0
VQKWL00,8.0,4,3,6,51.6839178421,1.2773684,0.0,0.0
VQKWL00,8.0,4,3,7,49.1823362632,3.56355262105,0.0,0.0
VQKWL00,8.0,4,3,8,39.0216866053,10.9056579395,0.7561,0.3653
VQKWL00,8.0,4,3,9,35.7063115405,11.789166725,0.9512,0.5036
VQKWL00,8.0,4,3,10,39.2352456842,9.83671060526,0.8537,0.3091
VQKWL00,8.0,4,3,11,40.2026291538,9.00397441282,0.7561,0.2419
VQKWL00,8.0,4,3,12,39.4326756667,9.1366667,0.8537,0.2706
VQKWL00,8.0,4,3,13,41.9619404872,7.71461534359,0.2927,0.1301
VQKWL00,8.0,4,3,14,40.3278576667,8.06474362308,0.7317,0.1943
VQKWL00,8.0,4,3,15,38.5966376923,8.75179484615,0.9268,0.2771
VQKWL00,8.0,4,3,16,37.7386518462,8.99987182821,0.9512,0.3138
VQKWL00,8.0,4,3,17,36.562843,10.34,0.9512,0.4108
VQKWL00,8.0,4,3,18,34.117485,10.805,0.9512,0.5041
VQKWL00,8.0,4,3,19,39.39218,8.224999,0.9268,0.2292
VQKWL00,8.0,4,3,20,42.598663,6.23,0.2439,0.0
VQKWL00,8.0,4,3,21,44.52924,6.175,0.0976,0.0
VQKWL00,8.0,4,3,22,45.812996,5.71,0.0244,0.0
VQKWL00,8.0,4,3,23,46.649258,4.2349997,0.0,0.0
VSSWC60,9.0,2,4,0,47.03255,1.96,0.0,0.0
VSSWC60,9.0,2,4,1,48.069893,1.235,0.0,0.0
VSSWC60,9.0,2,4,2,49.20562,0.6,0.0,0.0
VSSWC60,9.0,2,4,3,47.44182,0.41500002,0.0,0.0
VSSWC60,9.0,2,4,4,49.05562,0.265,0.0,0.0
VSSWC60,9.0,2,4,5,48.425385,0.41500002,0.0,0.0
VSSWC60,9.0,2,4,6,48.1029,1.0,0.0,0.0
VSSWC60,9.0,2,4,7,44.8272,2.95,0.0,0.0
VSSWC60,9.0,2,4,8,38.74673,10.205,0.8293,0.4692
VSSWC60,9.0,2,4,9,37.162197,10.715,0.8537,0.59
VSSWC60,9.0,2,4,10,39.97482,7.125,0.561,0.2329
VSSWC60,9.0,2,4,11,41.008156,6.2,0.6341,0.1226
VSSWC60,9.0,2,4,12,41.606873,6.225,0.6098,0.0885
VSSWC60,9.0,2,4,13,41.1604,5.565,0.3659,0.0798
VSSWC60,9.0,2,4,14,42.5925,5.435,0.3902,0.0
VSSWC60,9.0,2,4,15,41.243294,6.285,0.561,0.1132
VSSWC60,9.0,2,4,16,40.635822,5.94,0.7805,0.1308
VSSWC60,9.0,2,4,17,41.02499,6.62,0.878,0.1439
VSSWC60,9.0,2,4,18,39.46841,6.515,0.9512,0.2304
VSSWC60,9.0,2,4,19,40.019444,7.39,0.7317,0.2443
VSSWC60,9.0,2,4,20,42.655087,5.79,0.2195,0.0
VSSWC60,9.0,2,4,21,42.002327,7.25,0.2439,0.1196
VSSWC60,9.0,2,4,22,42.705654,5.88,0.122,0.0
VSSWC60,9.0,2,4,23,45.2109,4.045,0.0,0.0
VSSWC60,9.0,2,5,0,46.2,2.885,0.0488,0.0
VSSWC60,9.0,2,5,1,48.908394,1.695,0.0,0.0
VSSWC60,9.0,2,5,2,47.7907,1.27,0.0,0.0
VSSWC60,9.0,2,5,3,47.37881,0.99,0.0,0.0
VSSWC60,9.0,2,5,4,47.29307,0.76,0.0,0.0
VSSWC60,9.0,2,5,5,48.235897,0.83,0.0,0.0
VSSWC60,9.0,2,5,6,47.97941,1.1,0.0,0.0
VSSWC60,9.0,2,5,7,47.737656,1.44,0.0,0.0
VSSWC60,9.0,2,5,8,46.60664,2.6100001,0.0488,0.0
VSSWC60,9.0,2,5,9,44.58302,3.985,0.0976,0.0
VSSWC60,9.0,2,5,10,41.91302,6.185,0.5122,0.0683
VSSWC60,9.0,2,5,11,38.43806,8.889999,0.8537,0.4176
VSSWC60,9.0,2,5,12,38.198223,8.74,0.9512,0.4238
VSSWC60,9.0,2,5,13,38.97394,8.975,0.878,0.3904
VSSWC60,9.0,2,5,14,40.0322,7.915,0.9268,0.2715
VSSWC60,9.0,2,5,15,40.966198,8.075,0.7805,0.2248
VSSWC60,9.0,2,5,16,40.791763,7.11,0.9268,0.1838
VSSWC60,9.0,2,5,17,40.050655,7.1499996,0.9512,0.2297
VSSWC60,9.0,2,5,18,39.46092,6.185,0.9756,0.2133
VSSWC60,9.0,2,5,19,41.12124,5.915,0.7805,0.1008
VSSWC60,9.0,2,5,20,43.671806,4.775,0.3659,0.0
VSSWC60,9.0,2,5,21,44.774376,3.79,0.0488,0.0
VSSWC60,9.0,2,5,22,45.325226,3.525,0.0244,0.0
VSSWC60,9.0,2,5,23,46.27181,2.55,0.0,0.0
VSSWC60,9.0,2,6,0,47.39581,2.025,0.0,0.0
VSSWC60,9.0,2,6,1,47.32158,1.3,0.0,0.0
VSSWC60,9.0,2,6,2,47.91036,0.74,0.0,0.0
VSSWC60,9.0,2,6,3,47.701275,0.565,0.0,0.0
VSSWC60,9.0,2,6,4,46.55122,0.65999997,0.0,0.0
VSSWC60,9.0,2,6,5,46.9277,0.78499997,0.0,0.0
VSSWC60,9.0,2,6,6,48.181877,0.9,0.0,0.0
VSSWC60,9.0,2,6,7,47.35939,1.205,0.0,0.0
VSSWC60,9.0,2,6,8,47.089348,1.7149999,0.0,0.0
VSSWC60,9.0,2,6,9,44.818478,3.26,0.0488,0.0
VSSWC60,9.0,2,6,10,42.52011,4.46,0.0244,0.0
VSSWC60,9.0,2,6,11,40.182594,6.175,0.4146,0.1701
VSSWC60,9.0,2,6,12,39.368057,9.085,0.9024,0.3729
VSSWC60,9.0,2,6,13,40.160515,7.1400003,0.7561,0.2227
VSSWC60,9.0,2,6,14,40.349567,7.685,0.7561,0.2405
VSSWC60,9.0,2,6,15,38.39537,9.025,0.6829,0.4273
VSSWC60,9.0,2,6,16,39.570744,6.5249996,0.7561,0.2249
VSSWC60,9.0,2,6,17,40.96233,5.35,0.9268,0.0801
VSSWC60,9.0,2,6,18,39.90853,6.05,0.9512,0.1796
VSSWC60,9.0,2,6,19,40.93321,5.25,0.6829,0.0765
VSSWC60,9.0,2,6,20,43.547127,4.45,0.2927,0.0
VSSWC60,9.0,2,6,21,44.05402,3.665,0.0244,0.0
VSSWC60,9.0,2,6,22,45.7617,3.0149999,0.0,0.0
VSSWC60,9.0,2,6,23,47.640255,2.655,0.0,0.0
VSSWC60,9.0,2,0,0,46.16238,1.76,0.0,0.0
VSSWC60,9.0,2,0,1,47.678307,1.045,0.0,0.0
VSSWC60,9.0,2,0,2,47.33957,0.995,0.0,0.0
VSSWC60,9.0,2,0,3,46.924194,0.65,0.0,0.0
VSSWC60,9.0,2,0,4,48.151237,0.42000002,0.0,0.0
VSSWC60,9.0,2,0,5,46.8789737179,0.4,0.0,0.0
VSSWC60,9.0,2,0,6,47.951916,0.935,0.0,0.0
VSSWC60,9.0,2,0,7,48.458893,1.16,0.0,0.0
VSSWC60,9.0,2,0,8,46.79,1.765,0.8293,0.0
VSSWC60,9.0,2,0,9,45.948776,2.465,0.8293,0.0
VSSWC60,9.0,2,0,10,44.307934,3.75,0.5854,0.0
VSSWC60,9.0,2,0,11,42.96577,4.98,0.439,0.0
VSSWC60,9.0,2,0,12,41.114536,7.3150005,0.5122,0.1756
VSSWC60,9.0,2,0,13,41.6151,5.695,0.3902,0.0599
VSSWC60,9.0,2,0,14,41.393787,5.135,0.4634,0.0432
VSSWC60,9.0,2,0,15,42.366806,5.26,0.4878,0.0
VSSWC60,9.0,2,0,16,40.230103,5.435,0.6341,0.1279
VSSWC60,9.0,2,0,17,39.392105,6.14,0.8537,0.215
VSSWC60,9.0,2,0,18,40.231255,5.85,0.9512,0.1499
VSSWC60,9.0,2,0,19,42.53952,4.125,0.6341,0.0
VSSWC60,9.0,2,0,20,45.12051,3.875,0.0732,0.0
VSSWC60,9.0,2,0,21,45.034245,3.4,0.0976,0.0
VSSWC60,9.0,2,0,22,45.058834,3.2150002,0.0,0.0
VSSWC60,9.0,2,0,23,47.26,2.295,0.0,0.0
VSSWC60,9.0,2,1,0,45.804737,1.9599999,0.0,0.0
VSSWC60,9.0,2,1,1,46.9903,1.525,0.0,0.0
VSSWC60,9.0,2,1,2,48.59,0.85,0.0,0.0
VSSWC60,9.0,2,1,3,47.02515,0.62,0.0,0.0
VSSWC60,9.0,2,1,4,45.81091,0.475,0.0,0.0
VSSWC60,9.0,2,1,5,44.58188,0.52500004,0.0,0.0
VSSWC60,9.0,2,1,6,47.84663,1.015,0.0,0.0
VSSWC60,9.0,2,1,7,48.004826,1.21,0.0,0.0
VSSWC60,9.0,2,1,8,48.2791,1.325,0.8537,0.0
VSSWC60,9.0,2,1,9,42.211746,3.4,0.878,0.0
VSSWC60,9.0,2,1,10,42.022285,4.855,0.7317,0.0
VSSWC60,9.0,2,1,11,41.525166,5.525,0.5366,0.0561
VSSWC60,9.0,2,1,12,38.729546,8.875,0.6341,0.3995
VSSWC60,9.0,2,1,13,40.7589,7.3,0.2683,0.1958
VSSWC60,9.0,2,1,14,39.712963,6.835,0.3659,0.2329
VSSWC60,9.0,2,1,15,40.593113,8.51,0.4146,0.2699
VSSWC60,9.0,2,1,16,39.95456,9.014999,0.6341,0.3345
VSSWC60,9.0,2,1,17,41.24279,5.7250004,0.8049,0.0835
VSSWC60,9.0,2,1,18,39.061447,7.1449995,0.8049,0.2879
VSSWC60,9.0,2,1,19,34.789085,10.83,0.561,0.7365
VSSWC60,9.0,2,1,20,43.710426,5.125,0.1463,0.0
VSSWC60,9.0,2,1,21,44.746315,4.52,0.0732,0.0
VSSWC60,9.0,2,1,22,44.897545,3.45,0.0244,0.0
VSSWC60,9.0,2,1,23,46.49622,2.775,0.0,0.0
VSSWC60,9.0,2,2,0,45.350533,1.5,0.0,0.0
VSSWC60,9.0,2,2,1,46.76118,1.11,0.0,0.0
VSSWC60,9.0,2,2,2,45.61288,0.5,0.0244,0.0
VSSWC60,9.0,2,2,3,47.07163,0.46,0.0,0.0
VSSWC60,9.0,2,2,4,45.37971,0.275,0.0,0.0
VSSWC60,9.0,2,2,5,48.799763,0.32,0.0,0.0
VSSWC60,9.0,2,2,6,47.912857,0.815,0.0,0.0
VSSWC60,9.0,2,2,7,45.326252,1.25,0.0,0.0
VSSWC60,9.0,2,2,8,38.6862921471,8.68352948824,0.878,0.3919
VSSWC60,9.0,2,2,9,36.6388135,1.5500001,0.8293,0.0
VSSWC60,9.0,2,2,10,37.709015,8.325001,0.6098,0.4306
VSSWC60,9.0,2,2,11,42.774227,4.815,0.4146,0.0
VSSWC60,9.0,2,2,12,44.64,3.525,0.4878,0.0
VSSWC60,9.0,2,2,13,43.444366,4.14,0.3415,0.0
VSSWC60,9.0,2,2,14,43.241993,4.985,0.4878,0.0
VSSWC60,9.0,2,2,15,43.60543,5.295,0.5122,0.0
VSSWC60,9.0,2,2,16,42.54702,5.415,0.4878,0.0
VSSWC60,9.0,2,2,17,41.480846,5.51,0.9024,0.058
VSSWC60,9.0,2,2,18,39.01361,5.835,0.9024,0.2211
VSSWC60,9.0,2,2,19,39.63846,4.87,0.6585,0.0
VSSWC60,9.0,2,2,20,42.17223,5.41,0.1951,0.0
VSSWC60,9.0,2,2,21,42.09182,5.41,0.0488,0.0
VSSWC60,9.0,2,2,22,44.178013,4.71,0.0488,0.0
VSSWC60,9.0,2,2,23,46.356323,3.06,0.0,0.0
VSSWC60,9.0,2,3,0,46.084827,1.88,0.0244,0.0
VSSWC60,9.0,2,3,1,47.037487,1.1750001,0.0,0.0
VSSWC60,9.0,2,3,2,48.472275,0.58500004,0.0,0.0
VSSWC60,9.0,2,3,3,48.57942,0.425,0.0,0.0
VSSWC60,9.0,2,3,4,47.94,0.425,0.0,0.0
VSSWC60,9.0,2,3,5,46.271816,0.56,0.0,0.0
VSSWC60,9.0,2,3,6,48.00519,0.90000004,0.0,0.0
VSSWC60,9.0,2,3,7,46.601486,2.71,0.0,0.0
VSSWC60,9.0,2,3,8,37.92365,11.555,0.878,0.5897
VSSWC60,9.0,2,3,9,35.011055,4.275,0.878,0.0
VSSWC60,9.0,2,3,10,39.68979,9.795,0.5366,0.3917
VSSWC60,9.0,2,3,11,42.551544,4.885,0.7317,0.0
VSSWC60,9.0,2,3,12,43.71171,3.8449998,0.6341,0.0
VSSWC60,9.0,2,3,13,44.190838,4.14,0.2439,0.0
VSSWC60,9.0,2,3,14,43.402824,4.515,0.4634,0.0
VSSWC60,9.0,2,3,15,41.17794,6.6400003,0.4878,0.1359
VSSWC60,9.0,2,3,16,42.844967,5.025,0.6829,0.0
VSSWC60,9.0,2,3,17,41.307274,5.1099997,0.8049,0.047
VSSWC60,9.0,2,3,18,38.656845,6.6900005,0.8293,0.2877
VSSWC60,9.0,2,3,19,38.715893,7.07,0.8049,0.3044
VSSWC60,9.0,2,3,20,42.913437,4.55,0.1463,0.0
VSSWC60,9.0,2,3,21,44.499016,4.25,0.0244,0.0
VSSWC60,9.0,2,3,22,44.285065,4.7200003,0.0244,0.0
VSSWC60,9.0,2,3,23,46.285603,3.15,0.0,0.0
VPBTD70,10.0,4,4,0,53.051033,0.96000004,0.0,0.0
VPBTD70,10.0,4,4,1,55.177612,0.48000002,0.0,0.0
VPBTD70,10.0,4,4,2,56.01635,0.28,0.0,0.0
VPBTD70,10.0,4,4,3,57.489853,0.2475,0.0,0.0
VPBTD70,10.0,4,4,4,54.6075208611,0.1825,0.0,0.0
VPBTD70,10.0,4,4,5,57.535797,0.305,0.0,0.0
VPBTD70,10.0,4,4,6,52.310486,0.66499996,0.0,0.0
VPBTD70,10.0,4,4,7,51.395287,1.4775001,0.0,0.0
VPBTD70,10.0,4,4,8,54.87996,2.655,0.0,0.0
VPBTD70,10.0,4,4,9,53.5008,3.7624998,0.0,0.0
VPBTD70,10.0,4,4,10,46.06174,4.3125,0.0,0.0
VPBTD70,10.0,4,4,11,46.605957,4.48,0.0,0.0
VPBTD70,10.0,4,4,12,46.363144,4.4049997,0.0244,0.0
VPBTD70,10.0,4,4,13,47.7285,4.2200003,0.0244,0.0
VPBTD70,10.0,4,4,14,45.040234,4.87,0.0244,0.0
VPBTD70,10.0,4,4,15,43.935707,5.5550003,0.1707,0.3111
VPBTD70,10.0,4,4,16,44.856434,5.0699997,0.2439,0.0878
VPBTD70,10.0,4,4,17,44.26591,5.085,0.1951,0.1277
VPBTD70,10.0,4,4,18,46.0088,4.425,0.0488,0.0
VPBTD70,10.0,4,4,19,46.723217,4.0975,0.0488,0.0
VPBTD70,10.0,4,4,20,44.166477,3.995,0.0244,0.0
VPBTD70,10.0,4,4,21,43.240456,4.1075,0.0,0.0
VPBTD70,10.0,4,4,22,45.2346,3.4825,0.0,0.0
VPBTD70,10.0,4,4,23,49.553223,2.4075,0.0,0.0
VPBTD70,10.0,4,5,0,50.534813,1.1600001,0.0,0.0
VPBTD70,10.0,4,5,1,50.2761,0.6625,0.0,0.0
VPBTD70,10.0,4,5,2,50.537632,0.45250002,0.0,0.0
VPBTD70,10.0,4,5,3,56.048664,0.2425,0.0,0.0
VPBTD70,10.0,4,5,4,57.176323,0.28,0.0,0.0
VPBTD70,10.0,4,5,5,55.308407,0.395,0.0,0.0
VPBTD70,10.0,4,5,6,54.55512,0.71000004,0.0,0.0
VPBTD70,10.0,4,5,7,51.46653,1.095,0.0,0.0
VPBTD70,10.0,4,5,8,50.372215,1.3775,0.0,0.0
VPBTD70,10.0,4,5,9,52.1913,1.8525001,0.0,0.0
VPBTD70,10.0,4,5,10,51.232563,2.3025,0.0,0.0
VPBTD70,10.0,4,5,11,48.789265,2.975,0.0,0.0
VPBTD70,10.0,4,5,12,50.400173,3.295,0.0,0.0
VPBTD70,10.0,4,5,13,49.06103,3.3925,0.0,0.0
VPBTD70,10.0,4,5,14,47.890804,3.4775,0.0244,0.0
VPBTD70,10.0,4,5,15,46.20638,4.13,0.0732,0.0
VPBTD70,10.0,4,5,16,44.535515,4.845,0.1951,0.0
VPBTD70,10.0,4,5,17,43.68714,4.9075003,0.2439,0.0
VPBTD70,10.0,4,5,18,39.829906,5.3050003,0.6341,0.4646
VPBTD70,10.0,4,5,19,41.172386,4.1575003,0.122,0.0
VPBTD70,10.0,4,5,20,44.501045,3.935,0.0,0.0
VPBTD70,10.0,4,5,21,45.648632,3.6,0.0,0.0
VPBTD70,10.0,4,5,22,47.146984,3.5625,0.0,0.0
VPBTD70,10.0,4,5,23,47.372284,1.9475,0.0,0.0
VPBTD70,10.0,4,6,0,49.82258,1.0925,0.0,0.0
VPBTD70,10.0,4,6,1,51.802326,0.62,0.0,0.0
VPBTD70,10.0,4,6,2,55.41186,0.29500002,0.0,0.0
VPBTD70,10.0,4,6,3,56.801735,0.1925,0.0,0.0
VPBTD70,10.0,4,6,4,56.97739,0.19500001,0.0,0.0
VPBTD70,10.0,4,6,5,54.108284,0.27,0.0,0.0
VPBTD70,10.0,4,6,6,52.893444,0.53,0.0,0.0
VPBTD70,10.0,4,6,7,53.476974,0.88750005,0.0,0.0
VPBTD70,10.0,4,6,8,53.569927,1.15,0.0,0.0
VPBTD70,10.0,4,6,9,49.940567,1.4200001,0.0,0.0
VPBTD70,10.0,4,6,10,49.98855,2.0425,0.0,0.0
VPBTD70,10.0,4,6,11,48.77681,2.63,0.0,0.0
VPBTD70,10.0,4,6,12,48.47966,2.805,0.0,0.0
VPBTD70,10.0,4,6,13,48.258064,2.7775,0.0,0.0
VPBTD70,10.0,4,6,14,48.510662,3.0575,0.0244,0.0
VPBTD70,10.0,4,6,15,46.495632,3.9675,0.122,0.0
VPBTD70,10.0,4,6,16,43.675724,4.27,0.4146,0.0
VPBTD70,10.0,4,6,17,42.862705,4.3050003,0.6585,0.0
VPBTD70,10.0,4,6,18,40.545937,4.51,0.7073,0.0
VPBTD70,10.0,4,6,19,40.089134,3.985,0.122,0.0
VPBTD70,10.0,4,6,20,45.491512,3.47,0.0,0.0
VPBTD70,10.0,4,6,21,45.944824,3.205,0.0,0.0
VPBTD70,10.0,4,6,22,46.394287,3.1625,0.0,0.0
VPBTD70,10.0,4,6,23,49.43076,1.7125001,0.0,0.0
VPBTD70,10.0,4,0,0,50.694614,0.91999996,0.0,0.0
VPBTD70,10.0,4,0,1,56.197414,0.48000002,0.0,0.0
VPBTD70,10.0,4,0,2,54.483562,0.36,0.0,0.0
VPBTD70,10.0,4,0,3,56.87677,0.225,0.0,0.0
VPBTD70,10.0,4,0,4,57.724903,0.2175,0.0,0.0
VPBTD70,10.0,4,0,5,51.594166,0.44,0.0,0.0
VPBTD70,10.0,4,0,6,50.50346,0.56,0.0,0.0
VPBTD70,10.0,4,0,7,48.222073,1.0875,0.0,0.0
VPBTD70,10.0,4,0,8,51.584164,1.35,0.0,0.0
VPBTD70,10.0,4,0,9,52.871742,1.3675001,0.0,0.0
VPBTD70,10.0,4,0,10,50.41538,1.83,0.0,0.0
VPBTD70,10.0,4,0,11,48.39637,2.3475,0.0,0.0
VPBTD70,10.0,4,0,12,50.21551,2.36,0.0,0.0
VPBTD70,10.0,4,0,13,48.894596,2.585,0.0244,0.0
VPBTD70,10.0,4,0,14,47.498055,3.44,0.0732,0.0
VPBTD70,10.0,4,0,15,47.154896,4.02,0.122,0.0
VPBTD70,10.0,4,0,16,44.583447,4.5925,0.2195,0.0
VPBTD70,10.0,4,0,17,41.747982,5.2825003,0.122,0.3443
VPBTD70,10.0,4,0,18,40.87863,4.8549995,0.0244,0.0
VPBTD70,10.0,4,0,19,41.860966,4.1975,0.0244,0.0
VPBTD70,10.0,4,0,20,45.564426,3.525,0.0244,0.0
VPBTD70,10.0,4,0,21,45.574806,3.49,0.0,0.0
VPBTD70,10.0,4,0,22,46.013885,3.1475,0.0,0.0
VPBTD70,10.0,4,0,23,51.67689,1.6575,0.0,0.0
VPBTD70,10.0,4,1,0,49.818222,1.005,0.0,0.0
VPBTD70,10.0,4,1,1,54.04481,0.595,0.0,0.0
VPBTD70,10.0,4,1,2,54.625412,0.35,0.0,0.0
VPBTD70,10.0,4,1,3,55.68254,0.2575,0.0,0.0
VPBTD70,10.0,4,1,4,56.075592,0.275,0.0,0.0
VPBTD70,10.0,4,1,5,53.78768635,0.26,0.0,0.0
VPBTD70,10.0,4,1,6,54.77576,0.5425,0.0,0.0
VPBTD70,10.0,4,1,7,50.743828,1.0025,0.0,0.0
VPBTD70,10.0,4,1,8,52.945312,1.15,0.0,0.0
VPBTD70,10.0,4,1,9,51.32073,1.46,0.0,0.0
VPBTD70,10.0,4,1,10,49.93885,1.9,0.0,0.0
VPBTD70,10.0,4,1,11,47.701946,2.9550002,0.0,0.0
VPBTD70,10.0,4,1,12,46.435818,3.275,0.0,0.0
VPBTD70,10.0,4,1,13,47.906826,3.725,0.0,0.0
VPBTD70,10.0,4,1,14,47.657143,3.855,0.0488,0.0
VPBTD70,10.0,4,1,15,45.87212,4.5025,0.1707,0.0
VPBTD70,10.0,4,1,16,43.723267,4.5175,0.1951,0.0
VPBTD70,10.0,4,1,17,43.664356,4.3975,0.122,0.0
VPBTD70,10.0,4,1,18,43.49074,4.3625,0.0,0.0
VPBTD70,10.0,4,1,19,40.454113,4.355,0.0244,0.0
VPBTD70,10.0,4,1,20,45.946095,3.3425,0.0,0.0
VPBTD70,10.0,4,1,21,47.292873,2.98,0.0,0.0
VPBTD70,10.0,4,1,22,47.15747,2.5425,0.0,0.0
VPBTD70,10.0,4,1,23,50.26727,1.53,0.0,0.0
VPBTD70,10.0,4,2,0,51.28092,0.88,0.0,0.0
VPBTD70,10.0,4,2,1,52.64023,0.54999995,0.0,0.0
VPBTD70,10.0,4,2,2,52.754074,0.3375,0.0,0.0
VPBTD70,10.0,4,2,3,49.930477,0.185,0.0,0.0
VPBTD70,10.0,4,2,4,56.069782,0.22999999,0.0,0.0
VPBTD70,10.0,4,2,5,53.38787,0.325,0.0,0.0
VPBTD70,10.0,4,2,6,50.720787,0.65250003,0.0,0.0
VPBTD70,10.0,4,2,7,54.167,0.775,0.0,0.0
VPBTD70,10.0,4,2,8,54.36455325,2.221687505,0.0,0.0
VPBTD70,10.0,4,2,9,52.579778125,3.28362502,0.0,0.0
VPBTD70,10.0,4,2,10,47.61458,3.9075003,0.0,0.0
VPBTD70,10.0,4,2,11,45.69052,3.9074998,0.0,0.0
VPBTD70,10.0,4,2,12,46.40341,4.1125,0.0,0.0
VPBTD70,10.0,4,2,13,46.586334,3.7675,0.0244,0.0
VPBTD70,10.0,4,2,14,46.5609,4.2775,0.0488,0.0
VPBTD70,10.0,4,2,15,44.616333,4.6525,0.0488,0.0
VPBTD70,10.0,4,2,16,46.913803,4.5375004,0.0488,0.0
VPBTD70,10.0,4,2,17,46.199905,4.205,0.0488,0.0
VPBTD70,10.0,4,2,18,45.201008,4.4075003,0.0,0.0
VPBTD70,10.0,4,2,19,45.873367,3.7725,0.0,0.0
VPBTD70,10.0,4,2,20,44.959328,3.8650002,0.0244,0.0
VPBTD70,10.0,4,2,21,45.814167,3.5075,0.0,0.0
VPBTD70,10.0,4,2,22,47.434704,2.9650002,0.0,0.0
VPBTD70,10.0,4,2,23,49.70299,1.7750001,0.0,0.0
VPBTD70,10.0,4,3,0,53.429573,0.78999996,0.0,0.0
VPBTD70,10.0,4,3,1,49.709736,0.52750003,0.0,0.0
VPBTD70,10.0,4,3,2,53.406715,0.28750002,0.0,0.0
VPBTD70,10.0,4,3,3,53.771404,0.20750001,0.0,0.0
VPBTD70,10.0,4,3,4,54.554443,0.2825,0.0,0.0
VPBTD70,10.0,4,3,5,51.674206,0.3775,0.0,0.0
VPBTD70,10.0,4,3,6,51.30301,0.69,0.0,0.0
VPBTD70,10.0,4,3,7,52.35113,1.5425,0.0,0.0
VPBTD70,10.0,4,3,8,55.146267,2.325,0.0,0.0
VPBTD70,10.0,4,3,9,53.897766,3.1799998,0.0,0.0
VPBTD70,10.0,4,3,10,49.293198,3.77,0.0,0.0
VPBTD70,10.0,4,3,11,45.9432,3.96,0.0,0.0
VPBTD70,10.0,4,3,12,45.530293,4.2525,0.0244,0.0
VPBTD70,10.0,4,3,13,47.12909,3.675,0.0244,0.0
VPBTD70,10.0,4,3,14,45.428837,4.5625,0.0244,0.0
VPBTD70,10.0,4,3,15,44.340965,4.7075,0.1463,0.0
VPBTD70,10.0,4,3,16,44.79153,4.69,0.1707,0.0
VPBTD70,10.0,4,3,17,45.829884,4.6875,0.0244,0.0
VPBTD70,10.0,4,3,18,46.643394,4.315,0.0488,0.0
VPBTD70,10.0,4,3,19,47.31268,3.7749999,0.0244,0.0
VPBTD70,10.0,4,3,20,45.074314,3.6750002,0.0244,0.0
VPBTD70,10.0,4,3,21,44.9775,3.54,0.0,0.0
VPBTD70,10.0,4,3,22,47.87056,2.7425,0.0,0.0
VPBTD70,10.0,4,3,23,50.460583,1.7675,0.0,0.0
VQRTE00,11.0,3,4,0,47.81542,0.37,0.0,0.0
VQRTE00,11.0,3,4,1,41.304,0.16000001,0.0,0.0
VQRTE00,11.0,3,4,2,40.909092,0.1,0.0,0.0
VQRTE00,11.0,3,4,3,42.045456,0.205,0.0,0.0
VQRTE00,11.0,3,4,4,46.215214,0.18,0.0,0.0
VQRTE00,11.0,3,4,5,50.04348,0.16499999,0.0,0.0
VQRTE00,11.0,3,4,6,45.802166,0.45000002,0.0,0.0
VQRTE00,11.0,3,4,7,49.15222,0.875,0.0,0.0
VQRTE00,11.0,3,4,8,41.74378,4.515,0.122,0.0
VQRTE00,11.0,3,4,9,42.762623,5.25,0.0488,0.1264
VQRTE00,11.0,3,4,10,44.55981,3.22,0.122,0.0
VQRTE00,11.0,3,4,11,44.885715,2.955,0.0,0.0
VQRTE00,11.0,3,4,12,45.609604,2.435,0.0,0.0
VQRTE00,11.0,3,4,13,46.26619,2.3999999,0.0,0.0
VQRTE00,11.0,3,4,14,47.560093,2.625,0.0,0.0
VQRTE00,11.0,3,4,15,46.802315,2.57,0.0,0.0
VQRTE00,11.0,3,4,16,48.6370576944,2.55930554167,0.0,0.0
VQRTE00,11.0,3,4,17,48.3164113529,2.59371428,0.0,0.0
VQRTE00,11.0,3,4,18,45.3655945294,5.0875925963,0.3902,0.052
VQRTE00,11.0,3,4,19,46.7674881176,5.84555548889,0.2439,0.0803
VQRTE00,11.0,3,4,20,50.2495333235,4.59828571143,0.0488,0.0
VQRTE00,11.0,3,4,21,49.3317762941,2.08485294706,0.0,0.0
VQRTE00,11.0,3,4,22,49.7988746857,1.26625000306,0.0,0.0
VQRTE00,11.0,3,4,23,53.2739516,0.920277771389,0.0,0.0
VQRTE00,11.0,3,5,0,49.6118980882,0.504558825882,0.0,0.0
VQRTE00,11.0,3,5,1,53.8317993939,0.264705882353,0.0,0.0
VQRTE00,11.0,3,5,2,47.7036844687,0.163571429714,0.0,0.0
VQRTE00,11.0,3,5,3,52.0111292727,0.153714286029,0.0,0.0
