realvd,sortby,direct,day,time,speed,accu,jam_percent,congest
VSKTL00,26.0,4,5,22,60.749435,3.61,0.0,0.0
VSKTL00,26.0,4,5,23,62.602562,2.6750002,0.0,0.0
VSKTL00,26.0,4,6,0,65.323845,1.625,0.0,0.0
VSKTL00,26.0,4,6,1,64.510284,1.165,0.0,0.0
VSKTL00,26.0,4,6,2,70.74455,0.7,0.0,0.0
VSKTL00,26.0,4,6,3,65.847145,0.69,0.0,0.0
VSKTL00,26.0,4,6,4,66.487434,0.625,0.0,0.0
VSKTL00,26.0,4,6,5,67.446495,0.685,0.0,0.0
VSKTL00,26.0,4,6,6,61.7374,0.95500004,0.0,0.0
VSKTL00,26.0,4,6,7,57.562458,1.515,0.0,0.0
VSKTL00,26.0,4,6,8,55.159996,2.37,0.0,0.0
VSKTL00,26.0,4,6,9,56.457397,2.985,0.0,0.0
VSKTL00,26.0,4,6,10,56.003845,4.335,0.0,0.0
VSKTL00,26.0,4,6,11,57.265274,4.98,0.0,0.0
VSKTL00,26.0,4,6,12,54.911556,4.725,0.0,0.0
VSKTL00,26.0,4,6,13,57.841602,4.4700003,0.0244,0.0
VSKTL00,26.0,4,6,14,56.597504,4.995,0.0,0.0
VSKTL00,26.0,4,6,15,59.00741,5.34,0.0,0.0
VSKTL00,26.0,4,6,16,59.885326,4.71,0.0,0.0
VSKTL00,26.0,4,6,17,60.798656,4.19,0.0,0.0
VSKTL00,26.0,4,6,18,57.45354,4.4750004,0.0244,0.0
VSKTL00,26.0,4,6,19,57.70596,4.425,0.0,0.0
VSKTL00,26.0,4,6,20,61.10981,3.6100001,0.0,0.0
VSKTL00,26.0,4,6,21,60.097713,3.635,0.0,0.0
VSKTL00,26.0,4,6,22,63.51718,3.415,0.0,0.0
VSKTL00,26.0,4,6,23,64.59967,2.375,0.0,0.0
VSKTL00,26.0,4,0,0,63.722664,1.56,0.0,0.0
VSKTL00,26.0,4,0,1,61.48514,1.0450001,0.0,0.0
VSKTL00,26.0,4,0,2,70.3122,0.70500004,0.0,0.0
VSKTL00,26.0,4,0,3,72.4553,0.5,0.0,0.0
VSKTL00,26.0,4,0,4,74.03277,0.565,0.0,0.0
VSKTL00,26.0,4,0,5,70.040184,0.575,0.0,0.0
VSKTL00,26.0,4,0,6,60.767334,0.915,0.0,0.0
VSKTL00,26.0,4,0,7,60.813984,1.325,0.0,0.0
VSKTL00,26.0,4,0,8,59.36977,2.02,0.0244,0.0
VSKTL00,26.0,4,0,9,58.26323,2.54,0.2195,0.0
VSKTL00,26.0,4,0,10,57.388653,3.48,0.1463,0.0
VSKTL00,26.0,4,0,11,59.359516,3.73,0.0244,0.0
VSKTL00,26.0,4,0,12,55.97727,4.295,0.0,0.0
VSKTL00,26.0,4,0,13,60.158714,3.9750001,0.122,0.0
VSKTL00,26.0,4,0,14,59.150307,4.495,0.0488,0.0
VSKTL00,26.0,4,0,15,56.97846,5.26,0.0244,0.0
VSKTL00,26.0,4,0,16,57.66178,4.7799997,0.0,0.0
VSKTL00,26.0,4,0,17,56.48,5.165,0.0,0.0
VSKTL00,26.0,4,0,18,57.05857,5.49,0.0244,0.0
VSKTL00,26.0,4,0,19,55.773212,4.855,0.439,0.0
VSKTL00,26.0,4,0,20,59.12514,3.915,0.0976,0.0
VSKTL00,26.0,4,0,21,58.082226,4.35,0.0,0.0
VSKTL00,26.0,4,0,22,62.173336,3.385,0.0,0.0
VSKTL00,26.0,4,0,23,62.195847,2.5500002,0.0,0.0
VSKTL00,26.0,4,1,0,65.92566,1.75,0.0,0.0
VSKTL00,26.0,4,1,1,59.09768,1.29,0.0,0.0
VSKTL00,26.0,4,1,2,61.60382,1.05,0.0,0.0
VSKTL00,26.0,4,1,3,63.044186,0.91999996,0.0,0.0
VSKTL00,26.0,4,1,4,65.646805,0.605,0.0,0.0
VSKTL00,26.0,4,1,5,70.19692,0.5,0.0,0.0
VSKTL00,26.0,4,1,6,62.95061,0.675,0.0,0.0
VSKTL00,26.0,4,1,7,58.95741,1.29,0.0,0.0
VSKTL00,26.0,4,1,8,62.377106,1.825,0.0732,0.0
VSKTL00,26.0,4,1,9,61.943504,2.5149999,0.3415,0.0
VSKTL00,26.0,4,1,10,58.337364,3.5749998,0.1951,0.0
VSKTL00,26.0,4,1,11,52.52631,4.99,0.1463,0.0
VSKTL00,26.0,4,1,12,55.4326,5.525,0.0732,0.0
VSKTL00,26.0,4,1,13,57.159996,5.075,0.1951,0.0
VSKTL00,26.0,4,1,14,55.3339,5.625,0.0976,0.0
VSKTL00,26.0,4,1,15,55.353786,5.165,0.0244,0.0
VSKTL00,26.0,4,1,16,57.563953,5.005,0.0244,0.0
VSKTL00,26.0,4,1,17,58.076767,4.825,0.0732,0.0
VSKTL00,26.0,4,1,18,57.17844,4.835,0.0976,0.0
VSKTL00,26.0,4,1,19,57.697445,5.3,0.4146,0.0
VSKTL00,26.0,4,1,20,58.030983,4.75,0.0976,0.0
VSKTL00,26.0,4,1,21,51.597744,4.34,0.0244,0.0
VSKTL00,26.0,4,1,22,62.260983,3.425,0.0,0.0
VSKTL00,26.0,4,1,23,63.315342,2.1799998,0.0,0.0
VSKTL00,26.0,4,2,0,62.321255,1.565,0.0,0.0
VSKTL00,26.0,4,2,1,61.12541,1.01,0.0,0.0
VSKTL00,26.0,4,2,2,64.87245,0.59000003,0.0,0.0
VSKTL00,26.0,4,2,3,66.40143,0.44,0.0,0.0
VSKTL00,26.0,4,2,4,64.747055,0.335,0.0,0.0
VSKTL00,26.0,4,2,5,57.810432,0.46499997,0.0,0.0
VSKTL00,26.0,4,2,6,59.12101,0.85,0.0,0.0
VSKTL00,26.0,4,2,7,60.64706,1.0,0.0,0.0
VSKTL00,26.0,4,2,8,47.577243425,7.3982499725,0.0,0.1337
VSKTL00,26.0,4,2,9,40.53584775,10.664624935,0.3415,0.3921
VSKTL00,26.0,4,2,10,51.788357,7.2000003,0.2683,0.0
VSKTL00,26.0,4,2,11,54.620068,5.2349997,0.0976,0.0
VSKTL00,26.0,4,2,12,58.404293,5.0,0.0976,0.0
VSKTL00,26.0,4,2,13,52.698196,6.55,0.1463,0.0
VSKTL00,26.0,4,2,14,51.304386,6.685,0.0976,0.0
VSKTL00,26.0,4,2,15,52.73071,5.9700003,0.122,0.0
VSKTL00,26.0,4,2,16,53.081448,5.5,0.0488,0.0
VSKTL00,26.0,4,2,17,54.660152,6.2749996,0.0488,0.0
VSKTL00,26.0,4,2,18,50.477795,7.92,0.1707,0.0
VSKTL00,26.0,4,2,19,43.988083,10.525,0.4146,0.3107
VSKTL00,26.0,4,2,20,55.655746,5.69,0.122,0.0
VSKTL00,26.0,4,2,21,58.919643,3.9099998,0.0244,0.0
VSKTL00,26.0,4,2,22,56.88073,4.035,0.0,0.0
VSKTL00,26.0,4,2,23,62.988895,2.3600001,0.0,0.0
VSKTL00,26.0,4,3,0,62.49923,1.45,0.0,0.0
VSKTL00,26.0,4,3,1,63.538643,0.935,0.0,0.0
VSKTL00,26.0,4,3,2,61.89868,0.605,0.0,0.0
VSKTL00,26.0,4,3,3,62.94935,0.39999998,0.0,0.0
VSKTL00,26.0,4,3,4,64.64077,0.53499997,0.0,0.0
VSKTL00,26.0,4,3,5,61.961403,0.375,0.0,0.0
VSKTL00,26.0,4,3,6,59.46,0.74,0.0,0.0
VSKTL00,26.0,4,3,7,60.4015,2.225,0.0,0.0
VSKTL00,26.0,4,3,8,46.293743,9.075,0.0,0.2143
VSKTL00,26.0,4,3,9,49.07162,5.7250004,0.5122,0.0485
VSKTL00,26.0,4,3,10,55.227585,5.255,0.3171,0.0
VSKTL00,26.0,4,3,11,53.32757,5.65,0.0488,0.0
VSKTL00,26.0,4,3,12,51.68292,6.74,0.0244,0.0
VSKTL00,26.0,4,3,13,48.28871,9.195,0.0732,0.1734
VSKTL00,26.0,4,3,14,53.70926,6.4900002,0.0488,0.0
VSKTL00,26.0,4,3,15,52.77854,6.065,0.0244,0.0
VSKTL00,26.0,4,3,16,52.335632,5.3,0.0,0.0
VSKTL00,26.0,4,3,17,54.447372,5.9,0.0,0.0
VSKTL00,26.0,4,3,18,49.090454,8.225,0.0244,0.1255
VSKTL00,26.0,4,3,19,50.992916,7.5249996,0.4878,0.0
VSKTL00,26.0,4,3,20,52.056705,5.65,0.0976,0.0
VSKTL00,26.0,4,3,21,55.65844,4.79,0.0,0.0
VSKTL00,26.0,4,3,22,56.394135,4.05,0.0,0.0
VSKTL00,26.0,4,3,23,64.757774,2.79,0.0,0.0
VRPSV00,27.0,4,4,0,47.487106,1.0233333,0.0,0.0
VRPSV00,27.0,4,4,1,47.48637,0.7033333,0.0,0.0
VRPSV00,27.0,4,4,2,47.79391,0.5,0.0,0.0
VRPSV00,27.0,4,4,3,48.294025,0.34333333,0.0,0.0
VRPSV00,27.0,4,4,4,47.31193,0.28333333,0.0,0.0
VRPSV00,27.0,4,4,5,48.00338,0.35333335,0.0,0.0
VRPSV00,27.0,4,4,6,46.5166,0.45999995,0.0,0.0
VRPSV00,27.0,4,4,7,46.87594,1.7800001,0.0,0.0
VRPSV00,27.0,4,4,8,44.381016,6.986666,0.9268,0.1487
VRPSV00,27.0,4,4,9,39.215317,12.146667,0.9268,0.5427
VRPSV00,27.0,4,4,10,44.534935,7.2000003,0.8293,0.1479
VRPSV00,27.0,4,4,11,41.778572,8.183333,0.9268,0.3052
VRPSV00,27.0,4,4,12,40.887825,8.086667,0.9512,0.3436
VRPSV00,27.0,4,4,13,42.34428,7.4233336,0.9268,0.2562
VRPSV00,27.0,4,4,14,42.13156,8.126667,0.9512,0.2871
VRPSV00,27.0,4,4,15,40.67263,8.78,0.9512,0.3744
VRPSV00,27.0,4,4,16,41.97407,7.85,0.9512,0.2862
VRPSV00,27.0,4,4,17,42.768787,7.406667,0.9512,0.236
VRPSV00,27.0,4,4,18,40.46046,10.016666,0.9756,0.4212
VRPSV00,27.0,4,4,19,40.30441,8.79,0.9268,0.3917
VRPSV00,27.0,4,4,20,43.810898,4.8933334,0.7317,0.0
VRPSV00,27.0,4,4,21,45.787457,3.5566666,0.0,0.0
VRPSV00,27.0,4,4,22,45.76757,3.4399998,0.0,0.0
VRPSV00,27.0,4,4,23,46.551117,2.46,0.0,0.0
VRPSV00,27.0,4,5,0,47.282955,1.2633333,0.0,0.0
VRPSV00,27.0,4,5,1,47.635883,0.9266667,0.0,0.0
VRPSV00,27.0,4,5,2,48.4154,0.59666663,0.0,0.0
VRPSV00,27.0,4,5,3,47.885624,0.41333333,0.0,0.0
VRPSV00,27.0,4,5,4,48.279575,0.33666667,0.0,0.0
VRPSV00,27.0,4,5,5,48.263638,0.4,0.0,0.0
VRPSV00,27.0,4,5,6,47.35346,0.56666666,0.0,0.0
VRPSV00,27.0,4,5,7,46.89183,1.11,0.0,0.0
VRPSV00,27.0,4,5,8,46.57781,2.08,0.0244,0.0
VRPSV00,27.0,4,5,9,46.55138,2.5866668,0.0488,0.0
VRPSV00,27.0,4,5,10,46.572865,3.47,0.0244,0.0
VRPSV00,27.0,4,5,11,46.311943,4.07,0.122,0.0
VRPSV00,27.0,4,5,12,45.7576,4.7533336,0.6585,0.0
VRPSV00,27.0,4,5,13,44.442226,4.5266666,0.8293,0.0
VRPSV00,27.0,4,5,14,43.953735,4.9966664,0.7561,0.0
VRPSV00,27.0,4,5,15,43.398773,5.4466667,0.878,0.1482
VRPSV00,27.0,4,5,16,43.37573,5.6866665,0.9512,0.1564
VRPSV00,27.0,4,5,17,43.68571,4.736667,0.9268,0.0
VRPSV00,27.0,4,5,18,43.432087,5.4300003,0.9756,0.1461
VRPSV00,27.0,4,5,19,44.031788,4.5333333,0.9024,0.0
VRPSV00,27.0,4,5,20,45.960457,3.0900002,0.0244,0.0
VRPSV00,27.0,4,5,21,46.06462,2.5866666,0.0,0.0
VRPSV00,27.0,4,5,22,45.48981,2.86,0.0244,0.0
VRPSV00,27.0,4,5,23,46.612225,1.8633333,0.0,0.0
VRPSV00,27.0,4,6,0,47.595085,0.9766666,0.0,0.0
VRPSV00,27.0,4,6,1,47.857605,0.74,0.0,0.0
VRPSV00,27.0,4,6,2,48.941345,0.5366667,0.0,0.0
VRPSV00,27.0,4,6,3,48.73703,0.31333333,0.0,0.0
VRPSV00,27.0,4,6,4,48.78393,0.29333332,0.0,0.0
VRPSV00,27.0,4,6,5,48.081367,0.30666667,0.0,0.0
VRPSV00,27.0,4,6,6,47.11218,0.50333333,0.0,0.0
VRPSV00,27.0,4,6,7,47.117523,0.89000005,0.0,0.0
VRPSV00,27.0,4,6,8,47.113148,1.39,0.0,0.0
VRPSV00,27.0,4,6,9,46.70884,1.8800001,0.0,0.0
VRPSV00,27.0,4,6,10,46.863987,2.4733334,0.0,0.0
VRPSV00,27.0,4,6,11,46.455727,3.2,0.0,0.0
VRPSV00,27.0,4,6,12,46.102478,3.9733331,0.2927,0.0
VRPSV00,27.0,4,6,13,45.489174,3.68,0.4146,0.0
VRPSV00,27.0,4,6,14,44.422253,4.373333,0.3902,0.0
VRPSV00,27.0,4,6,15,42.80942,5.1733336,0.8049,0.1673
VRPSV00,27.0,4,6,16,43.678684,5.2966666,0.8049,0.1307
VRPSV00,27.0,4,6,17,43.91138,4.346667,0.7317,0.0
VRPSV00,27.0,4,6,18,43.81513,4.5866666,0.878,0.0
VRPSV00,27.0,4,6,19,45.033695,3.6166668,0.3659,0.0
VRPSV00,27.0,4,6,20,45.370403,2.9633334,0.0,0.0
VRPSV00,27.0,4,6,21,46.26051,2.5800002,0.0,0.0
VRPSV00,27.0,4,6,22,45.85866,2.6066666,0.0,0.0
VRPSV00,27.0,4,6,23,46.77336,1.7066666,0.0,0.0
VRPSV00,27.0,4,0,0,46.954296,1.1233333,0.0,0.0
VRPSV00,27.0,4,0,1,47.642773,0.72,0.0,0.0
VRPSV00,27.0,4,0,2,48.434296,0.5366667,0.0,0.0
VRPSV00,27.0,4,0,3,48.70803,0.32333332,0.0,0.0
VRPSV00,27.0,4,0,4,47.99741,0.28333333,0.0,0.0
VRPSV00,27.0,4,0,5,47.910004,0.34,0.0,0.0
VRPSV00,27.0,4,0,6,47.459896,0.42666665,0.0,0.0
VRPSV00,27.0,4,0,7,47.21523,0.86666673,0.0,0.0
VRPSV00,27.0,4,0,8,47.133636,1.4333334,0.878,0.0
VRPSV00,27.0,4,0,9,46.55848,1.7166667,0.8537,0.0
VRPSV00,27.0,4,0,10,46.746124,2.2699997,0.8049,0.0
VRPSV00,27.0,4,0,11,46.48019,2.96,0.878,0.0
VRPSV00,27.0,4,0,12,46.73115,3.216667,0.8049,0.0
VRPSV00,27.0,4,0,13,44.76287,3.83,0.6829,0.0
VRPSV00,27.0,4,0,14,44.034634,4.32,0.7805,0.0
VRPSV00,27.0,4,0,15,43.019085,5.23,0.9756,0.1593
VRPSV00,27.0,4,0,16,43.408363,5.8833337,0.9756,0.1608
VRPSV00,27.0,4,0,17,43.50964,5.126667,0.8537,0.1335
VRPSV00,27.0,4,0,18,44.137737,4.633333,0.9268,0.0
VRPSV00,27.0,4,0,19,44.20996,4.0433335,0.9024,0.0
VRPSV00,27.0,4,0,20,45.468258,2.8333333,0.5366,0.0
VRPSV00,27.0,4,0,21,45.572613,2.89,0.0,0.0
VRPSV00,27.0,4,0,22,46.00167,2.7833335,0.0,0.0
VRPSV00,27.0,4,0,23,46.686306,1.7299999,0.0,0.0
VRPSV00,27.0,4,1,0,47.014023,1.0433333,0.0,0.0
VRPSV00,27.0,4,1,1,47.45066,0.7266667,0.0,0.0
VRPSV00,27.0,4,1,2,48.75041,0.60333335,0.0,0.0
VRPSV00,27.0,4,1,3,48.292503,0.42999998,0.0,0.0
VRPSV00,27.0,4,1,4,48.04149,0.36333334,0.0,0.0
VRPSV00,27.0,4,1,5,47.78012,0.38333336,0.0,0.0
VRPSV00,27.0,4,1,6,47.008648,0.53333336,0.0,0.0
VRPSV00,27.0,4,1,7,46.698235,0.99333334,0.0,0.0
VRPSV00,27.0,4,1,8,46.98268,1.7433333,0.9268,0.0
VRPSV00,27.0,4,1,9,47.114044,1.9433333,0.9268,0.0
VRPSV00,27.0,4,1,10,46.653625,2.8500001,0.9024,0.0
VRPSV00,27.0,4,1,11,46.11991,3.5199997,0.9268,0.0
VRPSV00,27.0,4,1,12,45.325157,4.733333,0.9024,0.0
VRPSV00,27.0,4,1,13,44.04768,4.5933337,0.8537,0.0
VRPSV00,27.0,4,1,14,43.544712,5.14,0.9512,0.1322
VRPSV00,27.0,4,1,15,42.258663,6.1733336,0.9756,0.2228
VRPSV00,27.0,4,1,16,42.334663,6.316667,0.9512,0.2236
VRPSV00,27.0,4,1,17,44.11736,4.7466664,0.9268,0.0
VRPSV00,27.0,4,1,18,44.180252,4.5466666,0.9268,0.0
VRPSV00,27.0,4,1,19,44.647156,3.8666668,0.9512,0.0
VRPSV00,27.0,4,1,20,45.76552,2.99,0.3659,0.0
VRPSV00,27.0,4,1,21,45.890545,2.46,0.0,0.0
VRPSV00,27.0,4,1,22,45.772865,2.5933332,0.0,0.0
VRPSV00,27.0,4,1,23,47.174202,1.4933333,0.0,0.0
VRPSV00,27.0,4,2,0,48.152992,0.83,0.0,0.0
VRPSV00,27.0,4,2,1,47.830223,0.5233334,0.0,0.0
VRPSV00,27.0,4,2,2,48.059586,0.42999998,0.0,0.0
VRPSV00,27.0,4,2,3,48.628372,0.21666668,0.0,0.0
VRPSV00,27.0,4,2,4,46.097744,0.16000001,0.0,0.0
VRPSV00,27.0,4,2,5,48.280743,0.26000002,0.0,0.0
VRPSV00,27.0,4,2,6,46.67887,0.61666673,0.0,0.0
VRPSV00,27.0,4,2,7,44.295555,1.6,0.0,0.0
VRPSV00,27.0,4,2,8,44.254832359,9.25487171179,0.9756,0.2224
VRPSV00,27.0,4,2,9,43.075882,10.623334,0.9756,0.318
VRPSV00,27.0,4,2,10,40.86607,8.363334,0.9268,0.3529
VRPSV00,27.0,4,2,11,42.253017,6.7933335,0.9756,0.2416
VRPSV00,27.0,4,2,12,42.08212,6.6299996,0.9268,0.2447
VRPSV00,27.0,4,2,13,43.694958,5.5433335,0.9024,0.1373
VRPSV00,27.0,4,2,14,43.62126,6.556667,0.9756,0.1711
VRPSV00,27.0,4,2,15,43.34035,6.636667,0.9756,0.1865
VRPSV00,27.0,4,2,16,44.03324,6.4966664,0.9756,0.1502
VRPSV00,27.0,4,2,17,43.132874,7.2433333,0.9756,0.2143
VRPSV00,27.0,4,2,18,40.089012,8.286667,0.9756,0.3867
VRPSV00,27.0,4,2,19,39.801647,8.193334,0.9756,0.3972
VRPSV00,27.0,4,2,20,44.838932,5.246667,0.4146,0.0754
VRPSV00,27.0,4,2,21,45.822906,3.1866667,0.0244,0.0
VRPSV00,27.0,4,2,22,46.332012,2.6566668,0.0,0.0
VRPSV00,27.0,4,2,23,46.79486,1.8333334,0.0,0.0
VRPSV00,27.0,4,3,0,47.66233,1.0233334,0.0,0.0
VRPSV00,27.0,4,3,1,48.021236,0.68,0.0,0.0
VRPSV00,27.0,4,3,2,47.45585,0.51666665,0.0,0.0
VRPSV00,27.0,4,3,3,47.986816,0.3133333,0.0,0.0
VRPSV00,27.0,4,3,4,48.153698,0.23333335,0.0,0.0
VRPSV00,27.0,4,3,5,48.825172,0.27666667,0.0,0.0
VRPSV00,27.0,4,3,6,47.031338,0.6066667,0.0,0.0
VRPSV00,27.0,4,3,7,46.456196,1.7066666,0.0,0.0
VRPSV00,27.0,4,3,8,42.155067,7.056667,0.9512,0.254
VRPSV00,27.0,4,3,9,37.42738,8.883333,0.9512,0.528
VRPSV00,27.0,4,3,10,43.8972210571,8.756667,0.9512,0.2241
VRPSV00,27.0,4,3,11,40.743423,7.096667,0.9512,0.3207
VRPSV00,27.0,4,3,12,40.37424,7.8699994,0.9512,0.361
VRPSV00,27.0,4,3,13,43.271397,6.0733337,0.9268,0.1728
VRPSV00,27.0,4,3,14,43.668743,7.0333343,0.9512,0.1831
VRPSV00,27.0,4,3,15,41.36295,8.183333,0.9756,0.3245
VRPSV00,27.0,4,3,16,42.306316,7.226667,0.9512,0.2521
VRPSV00,27.0,4,3,17,40.54502,8.18,0.9512,0.3623
VRPSV00,27.0,4,3,18,39.63341,8.56,0.9512,0.416
VRPSV00,27.0,4,3,19,42.766445,7.25,0.9512,0.2315
VRPSV00,27.0,4,3,20,45.1802,4.5333333,0.439,0.0
VRPSV00,27.0,4,3,21,45.835964,3.3433332,0.0,0.0
VRPSV00,27.0,4,3,22,46.509754,2.7466667,0.0,0.0
VRPSV00,27.0,4,3,23,47.031254,1.87,0.0,0.0
VRPSV00,28.0,3,4,0,45.083992,1.8333334,0.0,0.0
VRPSV00,28.0,3,4,1,45.238506,1.31,0.0,0.0
VRPSV00,28.0,3,4,2,45.674187,0.84999996,0.0,0.0
VRPSV00,28.0,3,4,3,45.315723,0.7366667,0.0,0.0
VRPSV00,28.0,3,4,4,45.87,0.55,0.0,0.0
VRPSV00,28.0,3,4,5,45.448643,0.52,0.0,0.0
VRPSV00,28.0,3,4,6,45.39497,0.84999996,0.0,0.0
VRPSV00,28.0,3,4,7,44.831158,2.3333333,0.0,0.0
VRPSV00,28.0,3,4,8,41.99805,8.053333,0.4146,0.2269
VRPSV00,28.0,3,4,9,40.44491,8.08,0.6585,0.3595
VRPSV00,28.0,3,4,10,39.65843,8.429999,0.8293,0.4414
VRPSV00,28.0,3,4,11,37.794456,9.136666,0.9756,0.6301
VRPSV00,28.0,3,4,12,38.305904,9.37,1.0,0.5971
VRPSV00,28.0,3,4,13,37.654224,8.983334,0.9756,0.6352
VRPSV00,28.0,3,4,14,38.118374,9.323334,1.0,0.6109
VRPSV00,28.0,3,4,15,41.014945175,9.81,1.0,0.3873
VRPSV00,28.0,3,4,16,38.653545,9.88,1.0,0.5901
VRPSV00,28.0,3,4,17,41.08516995,9.786667,1.0,0.3803
VRPSV00,28.0,3,4,18,40.176876,10.316667,0.9512,0.4804
VRPSV00,28.0,3,4,19,42.0663544595,11.046666,0.9756,0.3527
VRPSV00,28.0,3,4,20,39.170563,9.143333,0.9756,0.514
VRPSV00,28.0,3,4,21,37.32429,8.896667,1.0,0.6593
VRPSV00,28.0,3,4,22,40.839134,7.4233336,1.0,0.2973
VRPSV00,28.0,3,4,23,41.620502,5.7333336,0.9024,0.1569
VRPSV00,28.0,3,5,0,43.647354,3.05,0.0,0.0
VRPSV00,28.0,3,5,1,44.839382,1.9666666,0.0,0.0
VRPSV00,28.0,3,5,2,46.004845,1.1566666,0.0,0.0
VRPSV00,28.0,3,5,3,45.81776,0.9666667,0.0,0.0
VRPSV00,28.0,3,5,4,45.366467,0.6066667,0.0,0.0
VRPSV00,28.0,3,5,5,46.311195,0.71999997,0.0,0.0
VRPSV00,28.0,3,5,6,45.5926,1.2466667,0.0,0.0
VRPSV00,28.0,3,5,7,44.91854,2.0,0.0,0.0
VRPSV00,28.0,3,5,8,43.362446,3.3966665,0.0244,0.0
VRPSV00,28.0,3,5,9,40.92619,5.1633334,0.561,0.1906
VRPSV00,28.0,3,5,10,39.83297,6.8666663,0.9756,0.3579
VRPSV00,28.0,3,5,11,40.19626,7.4,0.9756,0.3506
VRPSV00,28.0,3,5,12,39.487976,7.72,1.0,0.4246
VRPSV00,28.0,3,5,13,38.511772,7.35,0.9756,0.4909
VRPSV00,28.0,3,5,14,39.47857,7.353333,0.9756,0.4093
VRPSV00,28.0,3,5,15,39.215996,7.5166664,0.9756,0.4387
VRPSV00,28.0,3,5,16,39.078903,7.42,0.9756,0.446
VRPSV00,28.0,3,5,17,38.520393,8.05,0.9756,0.5209
VRPSV00,28.0,3,5,18,38.304836,8.49,0.9756,0.5585
VRPSV00,28.0,3,5,19,39.29604,7.3233333,0.9756,0.4234
VRPSV00,28.0,3,5,20,38.989643,6.3133335,0.9756,0.4049
VRPSV00,28.0,3,5,21,39.15738,7.14,0.9756,0.4271
VRPSV00,28.0,3,5,22,41.22991,5.9466667,0.9756,0.1993
VRPSV00,28.0,3,5,23,42.499313,3.55,0.878,0.0
VRPSV00,28.0,3,6,0,44.45394,1.9866667,0.0,0.0
VRPSV00,28.0,3,6,1,45.82863,1.2766666,0.0,0.0
VRPSV00,28.0,3,6,2,45.290596,0.84999996,0.0244,0.0
VRPSV00,28.0,3,6,3,46.27059,0.64666665,0.0,0.0
VRPSV00,28.0,3,6,4,46.58189,0.45333335,0.0,0.0
VRPSV00,28.0,3,6,5,45.83307,0.6033333,0.0,0.0
VRPSV00,28.0,3,6,6,45.89888,0.8733333,0.0,0.0
VRPSV00,28.0,3,6,7,45.818623,1.5133333,0.0,0.0
VRPSV00,28.0,3,6,8,44.789246,2.6233332,0.0,0.0
VRPSV00,28.0,3,6,9,42.73691,4.0,0.0488,0.0
VRPSV00,28.0,3,6,10,40.972874,5.383333,0.9268,0.1963
VRPSV00,28.0,3,6,11,39.306984,7.146667,1.0,0.4147
VRPSV00,28.0,3,6,12,40.705395,6.25,1.0,0.257
VRPSV00,28.0,3,6,13,41.986652,5.4,0.9756,0.1113
VRPSV00,28.0,3,6,14,40.72303,7.1666665,1.0,0.2958
VRPSV00,28.0,3,6,15,37.86933,7.8899994,1.0,0.569
VRPSV00,28.0,3,6,16,37.37889,8.25,1.0,0.6263
VRPSV00,28.0,3,6,17,39.550125,6.846667,1.0,0.381
VRPSV00,28.0,3,6,18,39.88383,7.19,1.0,0.3678
VRPSV00,28.0,3,6,19,39.87083,7.0033336,1.0,0.3607
VRPSV00,28.0,3,6,20,38.72256,6.82,1.0,0.4498
VRPSV00,28.0,3,6,21,39.528202,5.53,1.0,0.325
VRPSV00,28.0,3,6,22,40.859417,5.51,1.0,0.2115
VRPSV00,28.0,3,6,23,41.62427,3.59,0.122,0.0
VRPSV00,28.0,3,0,0,44.3641,1.8133332,0.0,0.0
VRPSV00,28.0,3,0,1,44.279594,1.2433333,0.0,0.0
VRPSV00,28.0,3,0,2,45.996872,0.73,0.0,0.0
VRPSV00,28.0,3,0,3,45.53321,0.7166667,0.0,0.0
VRPSV00,28.0,3,0,4,45.69276,0.49,0.0,0.0
VRPSV00,28.0,3,0,5,45.700005,0.6033333,0.0,0.0
VRPSV00,28.0,3,0,6,45.996326,0.84666663,0.0,0.0
VRPSV00,28.0,3,0,7,43.429436,1.73,0.0,0.0
VRPSV00,28.0,3,0,8,43.068367,2.7866669,0.561,0.0
VRPSV00,28.0,3,0,9,42.60158,3.426667,0.6585,0.0
VRPSV00,28.0,3,0,10,40.18604,5.603334,0.9024,0.2726
VRPSV00,28.0,3,0,11,39.768932,5.7999997,1.0,0.3165
VRPSV00,28.0,3,0,12,41.11177,5.306667,1.0,0.1812
VRPSV00,28.0,3,0,13,40.92183,5.4933333,1.0,0.2055
VRPSV00,28.0,3,0,14,40.491463,6.6533337,0.9756,0.2929
VRPSV00,28.0,3,0,15,38.122715,8.093333,1.0,0.5565
VRPSV00,28.0,3,0,16,39.511986,7.4300003,0.9756,0.4098
VRPSV00,28.0,3,0,17,37.758823,7.716667,0.9756,0.5707
VRPSV00,28.0,3,0,18,38.38011,7.5266666,0.8537,0.5098
VRPSV00,28.0,3,0,19,38.82802,7.236666,1.0,0.4592
VRPSV00,28.0,3,0,20,37.810497,6.4566665,1.0,0.511
VRPSV00,28.0,3,0,21,38.6672,5.8333335,1.0,0.4111
VRPSV00,28.0,3,0,22,41.249866,4.9366665,0.9512,0.0
VRPSV00,28.0,3,0,23,42.599155,3.5433333,0.1463,0.0
VRPSV00,28.0,3,1,0,43.829716,1.9933333,0.0,0.0
VRPSV00,28.0,3,1,1,45.013386,1.2866666,0.0,0.0
VRPSV00,28.0,3,1,2,45.42984,0.7966666,0.0,0.0
VRPSV00,28.0,3,1,3,45.85469,0.68666667,0.0,0.0
